nro	anio	mes	dia	Azul	BahiaBlanca	'Bella Vista'	'Buenos Aires'	'Caseros'	'Ceres'	'Concordia'	'Cordoba'	'Corrientes'	'Formosa'	'Gral Pico'	'Gualeguaychu'	'Junin'	'La Plata'	'Laboulaye'	'Marcos Juarez'	'Mar del Plata'	'Parana'	'Paso de los Libres'	'Pehuajo'	'Pergamino'	'Posadas'	'Reconquista'	'Rio Cuarto'	'Rosario'	'San Luis'	'Sauce Viejo'	'Santa Rosa'	'Tandil'	'Tres Arroyos'
154	1970	6	3	0	0	0	4.6	4.1	0.4	6.6	0	0	0	0	0.6	0	0.3	0	1.5	0	0.6	0	0	1.8	0	0	0.2	3.4	0	1	0	0	0
155	1970	6	4	0	0	0.2	0	3.7	0.2	0	0	-999	4.8	0	0	0	0	0	0	0	0	0	0	0	14.5	1.9	0	0	0	0	0	0	0
156	1970	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
157	1970	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	1970	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	1970	6	8	0	0	0	0	2.2	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	2.1	-999	0	0	0	0	0	0	0
160	1970	6	9	0.1	0	0	0.2	0.7	1.2	2.5	0	0	0.6	0	0.9	0.3	1	0	0	0	0.2	0	0	0	0	-999	0	0	0	1	0	0	0
161	1970	6	10	1	-999	0	0	0.4	0	0.8	0	2.4	50.3	0	5.4	0.5	0	0.2	1	1.3	14.6	0	0.3	0	8.4	-999	0	0.8	0	3.7	0	0	0
162	1970	6	11	4.8	14.1	9.4	0	2.1	0	0.5	0	4.9	0	0.7	0	4.1	0	0	0.1	26.8	0.2	0	4.2	0.2	6.3	0	0	1.4	0	2.3	0	28	23.2
163	1970	6	12	3.5	0	0	37.3	7.3	0	2.2	0	0	11.4	0	0	2.4	5.1	0	0	25.3	0.1	0	0	0	31.2	0	1	0	0	0.2	0	3.4	0.1
164	1970	6	13	0	0	0	0	0	0	0	0	-999	13	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0
165	1970	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	1970	6	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	1970	6	16	0	0	0	0.3	9.3	0	1.5	0	0	0	0	1.7	1	0	0	0	0	0	0	0	1.3	1.5	-999	0	0.1	0	0	0	0	0.1
168	1970	6	17	0	0	0	0.9	2.8	0	1	0	42.2	0	0	2.8	0	0.1	0	0	0	0	0	0	0.2	21.8	0	0	0	0	0	0	0	0
169	1970	6	18	0	0	0	0	0.1	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170	1970	6	19	1.6	-999	1.1	6.4	2.6	8.9	7	1	-999	0	0.6	16.4	2.4	0.5	0.2	1.7	2.8	5.5	0	1.7	2.4	0	0	0	3.8	0	2.4	0	1.6	0
171	1970	6	20	0	0	2.5	-999	10.9	0.5	18	0	29.1	13.1	0	0	0	0.2	0	0	4.7	0	0	0	0	4.2	12.1	0	0	0	0	0	0	0
172	1970	6	21	0	-999	0.3	-999	0	0	0	0	1.1	4.7	0	0	0	-999	0	0	0.3	0	0	0	0	21.1	0	0	0	0	0	0	0	0.1
173	1970	6	22	0.5	1	0	0	0	0	0	0	0	0.2	0	0	0	1.4	0	0	1.7	0	0	0	0	0.4	0	0	0	0	0	0	0	2.3
174	1970	6	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
175	1970	6	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	1970	6	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	1970	6	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	1970	6	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
179	1970	6	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
180	1970	6	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
181	1970	6	30	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	5.6	0	0	0	0	0	0	0	0
182	1970	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	1970	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	1970	7	3	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	1970	7	4	0	0	0	0	0	0	0	0	-999	0.3	0	0	0	0	0	0	0	0	0	0	0	12.4	0	0	0	0	0	0	0	0
186	1970	7	5	0	0	0	0	0	0	0	0	3.1	7.3	0	0	0	0	0	0	0	0	0.8	0	0	6.6	0	0	0	0	0	0	0	0
187	1970	7	6	0	0	0	0	0.1	0	0.8	0	-999	5.6	0	0	0	0	0	0	0	0	0	0	0	15.7	0	0	0	0	0	0	0	0
188	1970	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0
189	1970	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
190	1970	7	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	1970	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192	1970	7	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	1970	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	1970	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	1970	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196	1970	7	15	1.8	0	0	0	0	0	0	0	0	0	-999	0	0	0	0.2	0	1.8	0	0	6.7	0	0	0	0	0	0	0	0	7.5	11.2
197	1970	7	16	10.3	0	0	0	0	0	2.4	0	0	0	0	0	0.3	0	0.2	-999	11.4	0	0.4	0.3	0	0	0	0	0	0	0	0	6.3	2.9
198	1970	7	17	0.5	0	0	25	0	0	0	0	0	0	0	8	11.5	20.1	0	24.6	6.5	0	0	0.4	53.7	0	0	0	8.3	0	0.6	0	0	1.5
199	1970	7	18	0	0	5.2	12.1	29	1.9	32	0	7.8	1	0	23.9	0	8.7	0	0.3	0	3.9	17	0	3.2	0	14	0	8	0	10.6	0	0	0
200	1970	7	19	0	0	0.5	0	-999	0	0	0	0.4	5.5	0	0	0	0	0	0	0	0	4.2	0	0	1.8	-999	0	0	0	0	0	0	0
201	1970	7	20	0	0	71	0	1.4	0	0	0	10.8	0	0	0	0.3	0	0	0	0	0	40.3	0	0	0.1	28.4	0	0	0	0	0	0	0
202	1970	7	21	0.3	0	1.8	0.2	0	0.2	2.2	0	6.9	0	0	0	0	0	0	0	0	0	0	0	0.1	1	1.5	0	0	0	0	0	0	0
203	1970	7	22	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	1970	7	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	1970	7	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	1970	7	25	3.8	2	0	4.2	0	0	0	0	0	0	0	0	1	7	0	0	8.7	1	0	0	1	0	0	0	0	0	0	0	10	0.8
207	1970	7	26	0	0	24	26.3	45	5	60.4	0	11.4	0	0	25.2	0	4	0	0	0	4.5	29.5	0	3.7	0.1	23.2	0	9.2	0	1.8	0	0	0
208	1970	7	27	0	0	0.3	0	0.6	0	0	0	3.5	4.7	0	0	0	0	0	0	0	0	4	0	0	21.7	0	0	0	0	0	0	0	0
209	1970	7	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	1970	7	29	0	4	0	-999	5.5	0	0	0	0	0	0	0.6	0	0.1	0	0	0.8	0	0	0	0	0.9	0	0	0	0	0	0	1.2	0.5
211	1970	7	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	1970	7	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	1970	8	1	0.7	0	0	11	0.9	0	2.4	0	0	0	0	3.6	0	20	0	0	30.1	0.1	0	0	0	0	0	0	0	0	0	0	0.2	0
214	1970	8	2	0.5	0.8	0	-999	0	0.4	1.8	0	0	0	0	3.2	0	-999	0	0	5.1	7.7	2.5	0	0	0	0	0	0.3	0	6.6	0	0.2	1.5
215	1970	8	3	0	0	7.2	-999	27.8	9.8	50	0	11.2	3	0	32.2	0	0	0	0	0	13.7	15	0	0	0.1	17.5	0	1.4	0	3.1	0	0.4	0
216	1970	8	4	0	0	26.1	0	33.9	2.3	35	0	14.9	25.3	0	-999	0	0	0	0	0	2.6	47.1	0	0	10	40.2	0	0.1	0	1	0	0	0
217	1970	8	5	0	0	0	3.3	1	0.3	0	0	0.4	6.3	0	0.3	2.2	0.8	0	2.6	0	1.3	0	0	7.5	6.5	1.3	0	3.7	0	2.8	0	0	0
218	1970	8	6	0	0	1.7	52.6	2.1	0.4	6	0	15.6	16.2	0	53.6	9.5	34	0	7	0	14.3	3.6	0	38.3	17.5	3	0	25.4	0	13.5	0	0	0
219	1970	8	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
220	1970	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	1970	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	1970	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	1970	8	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	1970	8	12	0	1.3	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0.1	2.4
225	1970	8	13	0	0	0	0	0	0	5.2	0	-999	0	0	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	1970	8	14	0	0	0	0	0	0	0	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	1970	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	1970	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	1970	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	1970	8	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	1970	8	19	0	0	0	10.9	0	8.4	3.4	0	0	0	0	1.5	0	7	0	0	1.9	7.9	0	0	0	0	0	0	0	0	3.2	0	0.2	0
232	1970	8	20	0	0	0.3	0	6.3	0	3	0	18.8	0.7	0	0	0	0	0	0	0	0	4	0	0	18	0.9	0	0	0	0	0	0	0
233	1970	8	21	0	0	0	0	0	0	0	0	0.6	0.2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
234	1970	8	22	0	0	13	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	0	0	0
235	1970	8	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	1970	8	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0
237	1970	8	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	1970	8	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	1970	8	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	1970	8	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	1970	8	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	1970	8	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	1970	8	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	1970	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	1970	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	1970	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	1970	9	4	0	0	0	0	0	0.1	0	0	5	0.1	0	0	0	0	1.4	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0
248	1970	9	5	0	0.9	0.5	0	0	0.3	0	0	29.7	18	13	0	0	0	3	4.3	0	1	0.4	0	0	54.9	4.3	-999	0	0	0.3	8.5	0	0
249	1970	9	6	0	0	0	0	0	-999	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
250	1970	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	1970	9	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	1970	9	9	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	1.2	0
253	1970	9	10	1	0.6	0	0	0	0	0	0	0	0	0.2	0	0	0	0.7	0	0	0	0	1.1	0	0.7	0	0	0	0	0	7.3	0	1.5
254	1970	9	11	0	17	0	0	0	0	0	0	9.7	20.2	11.6	0	0	0	0	0	0	0	0	2.8	0	0.5	0	0	0	0	0	27.7	0	0.2
255	1970	9	12	24.6	9.4	33.3	14.4	3.8	23	25.6	0	47.5	6	0	25.3	0.5	8.3	2.4	0	1.1	18.3	17	11.5	10.8	11.2	3.9	0	5.3	-999	46.4	0.3	20	20.5
256	1970	9	13	0	0	0	0	0.2	0	0	0	0	1.2	0	0	0	0	0	0	0	0	0.6	0	0	3	0	0	0	0	0	0	0	0
257	1970	9	14	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0
258	1970	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	1970	9	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	1970	9	17	13.5	24.8	0	0.4	0	0	0	0	0	0	2.4	0.8	20	0	20.6	0	15	0	0	9.2	0.2	0	0	6	0	0	0	3.5	26.2	22.4
261	1970	9	18	9.5	0	8.3	41.9	8	0	8	0	42.9	42.6	0	13.6	0	31.5	0	0	18.6	0.1	28.1	0	0	58.2	0.7	0	0	0	1.6	0	13.5	0
262	1970	9	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263	1970	9	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	1970	9	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8	0	0	0	0	0	0	0	0	0	0	0	1.5	1.6
265	1970	9	22	0	0	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	1970	9	23	0	0	0.7	0	0	0	6	0	19	0	0	0	0	0	0	0	0	20.7	0	0	0	0.3	0.6	0	0	0	0.8	0	0	0
267	1970	9	24	0	0	7.1	0	0.3	0	0	0	1.9	46.6	0	0	0	0	0	0	0	-999	12	0	0	1	0.2	0	0	0	1	0	0	0
268	1970	9	25	0	37.5	0	0	0	0	0	0	0	3.4	13.6	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	4.2
269	1970	9	26	16.3	9	7	5.8	17	8.3	0	11	5	0	1.6	0	10.9	1.2	12.1	26.4	8.3	0	18.4	39	44.5	0	34.8	0	49.2	0	0	0	21.5	17
270	1970	9	27	22	0	78.8	0.5	1.6	1.1	-999	0	42.7	80	21.8	13.4	33.2	0.9	43.5	1.1	14.2	0	10	59.4	12.5	66.4	31.7	10.5	10.3	0	0	0.3	19.6	0.1
271	1970	9	28	10.5	5.6	0	1.2	0	0	0	0	0.4	1	-999	0.5	2	1	0.3	0	11.9	0	0	3	5.5	1.2	0	0	0.5	0	0	0	7	9.6
272	1970	9	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	1970	9	30	2.5	0	50	22.6	5	0	20	17.1	57.7	0	24.8	21.4	28.4	24	20.7	21	0.3	21.8	17.2	10.3	26	17	1.5	10.7	46.4	1	17.1	8.2	0	0
274	1970	10	1	0	2.2	0.4	3.8	5.5	0	0	0	6	4.6	0.6	0.4	2.6	8	0	-999	7.5	0	14	0.3	1	23.3	0	0	2.2	0	0	0	2.5	0.5
275	1970	10	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
276	1970	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	1970	10	4	0	0	0	0.3	0	0	0	0	0	0	0	1.4	0	-999	0	0.9	0	0	0	0	0.5	0	0	0	0.1	0	0	0	0	0
278	1970	10	5	0	0	0	0	0.1	1.3	2.6	0	0	0	0	0.9	0	0	0	0.5	4.3	6.5	0	0	0	0	0	0	1.8	0	6.8	0	0	0
279	1970	10	6	0	0	3	0	11.7	0	3.6	3.3	0.8	0	0	0	0	0	2.7	3.5	0	1.6	7.6	0	0	0	18.5	0	2.6	0	2.7	0	0	0
280	1970	10	7	0	2	2.7	0	3.4	1.8	0	0	10.7	10.3	10.4	0	2.7	0	1.4	1.3	0	0	3.6	18.6	0	22.8	6.9	0.2	0	2	0	16.8	0	3.1
281	1970	10	8	0.8	0	0	14.2	0	0	0	0	0	0	0	2.6	7.4	-999	0	2.9	3.9	0	0	0	1.6	12	0	0	3.5	0	0	0	2.2	0.3
282	1970	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	1970	10	10	3.8	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0.2	0	0	0	0	4.8	0	0	0	0	0	0	0	0.3	2	0.8
284	1970	10	11	2.6	0	0.4	0.1	0	0	0	0	6	10.5	0	0	8	-999	0.6	3.7	0	0	0	0.2	6.3	0.7	0.8	0	2.2	0	0	0	0	0
285	1970	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
286	1970	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287	1970	10	14	0	7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.4	0	0.1
288	1970	10	15	4.5	0	0	19.6	23.1	-999	31	0	0	0	9.9	19.9	12.6	4	17.2	0	4.4	5	0	54.2	18.2	0	15.2	-999	1.2	0.7	1.6	0	7	11.4
289	1970	10	16	9.1	13.5	0	60.2	15	0	28	15	0	0	38.2	48.9	32.7	80.1	33.3	46.5	10.7	40.2	17.2	16.8	54.2	0	0.1	4.7	43.4	3.8	33.2	44	21	8.2
290	1970	10	17	0	0	16.3	-999	2.3	0.8	8.8	0	18.6	5.6	0	0	1.1	-999	0	0.5	2	-999	9.5	0	0.5	32.3	0.8	0	0.2	0	1.6	0	0	0
291	1970	10	18	0	0	13.5	0	3.5	0	0.6	0	11.1	1.2	0	0	0	-999	0	0	0	0.2	7.7	0	0	29.4	7.6	0	0	0	0	0	0	0.3
292	1970	10	19	0	0	0.2	0	0	0.1	1.5	0	3.4	8.9	0	0	0	-999	0	0	0	0	0	0	0	4	0	0	0	0	0.6	0	0	0
293	1970	10	20	0	0	0	0	0	0	1	0	0	0.7	0	0.4	0	-999	0	0	0	3	0	0	0	0.7	0	0	1.4	0	2.4	0	0	0
294	1970	10	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
295	1970	10	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	1970	10	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	1970	10	24	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0.9	0	7	0	0	0	0.4
298	1970	10	25	0	0	0	0.2	0	1	0	9	0	0	0	0	3.4	0.1	6.6	10.5	0	0	0	14.6	0.2	0	0	22.4	4.3	3.4	0	0	0	0
299	1970	10	26	0	0	2.5	0	0	9.3	0	16.6	0	0	9.8	0	0	0	8.4	3	0	2.2	0	0	0	0	0.9	3	0	5	6	8	0	0
300	1970	10	27	0	0	3.2	1.9	0.5	0.4	1.8	1.7	5.7	0.2	2	0	0	4.4	7.8	5.6	0.3	1	0	-999	0	17.3	9.7	0.1	8.3	0	4.6	6	0	0
301	1970	10	28	0	0	15.4	0.5	0	0	0	0	0	0.3	0	0	0	0.1	0	0	0	0	0	0	0	8.6	0.2	0	0	0	0	0	0	0
302	1970	10	29	0.3	4	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0.2
303	1970	10	30	17.3	4.4	0	30.5	0	0.8	28	27.6	0	0	7.8	100.4	17.8	26.7	4.3	33.7	11.7	83.8	0	3.8	21.4	0	0	11.2	61.3	0.2	74.7	2.5	23	12.9
304	1970	10	31	0.6	0	20.2	15.2	19.5	0	35	0	98.2	68.2	8.5	8.9	12.8	17	14	0	11	4.2	38.8	3.3	7.9	73.5	14.5	6	0.8	3	2.1	0	7.6	0.2
305	1970	11	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.5	0	0	0	0	4.3	0	0	0	0	0	0	0	0
306	1970	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	1970	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	1970	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.7	0	0	0	0	0	0	0	0	0	0	0	0	35.1
309	1970	11	5	0	4.8	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.6	0	4.5
310	1970	11	6	0	0	0	11.1	0	0	0	12.1	0	0	2.9	0	2	1.2	0.4	9.6	5.8	0	0	0.2	4	0	0	24.5	0	13.6	0	0	0	0
311	1970	11	7	0	6.6	0	0	0	0	0	0	0	0	5	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	4.2
312	1970	11	8	0	0	0	0	0	1.5	0	48.5	0	0	0	0	0	-999	9.6	17.8	10.8	6.4	0	0	0	0	0	33	0.2	0	5.7	0	0	0
313	1970	11	9	0	0	0	0	0	12	0	0.1	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	1.8	0	27	0.8	0.3	0	0
314	1970	11	10	0	-999	0	0	0	0	0	0	0	0	34.4	0	0	0	5.4	0	0	0	0	5.1	0	0	0	0	0	0	0	16	0	0
315	1970	11	11	9.2	0.3	7	3.3	15.2	8	15	9.4	0.9	2.4	10.4	5	13.3	1.6	8.7	12	2.3	22	16	10	18.7	0	12.3	1.8	10.3	5.7	23.4	6	12	4.1
316	1970	11	12	0	0	7.2	4.9	1.5	0	3	0	1.5	15.4	0	-999	0	2	0	0	0	0	3.7	0	0	21.9	-999	0	0	0	0	0	0	0
317	1970	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0
318	1970	11	14	0	-999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	1970	11	15	12.7	-999	0	1.2	0	0	0	0	0	0	1.7	0	4.8	0.1	3	0	15.9	0	0	12.1	5.3	0	0	0.9	0.2	0	0	0	12.5	7.8
320	1970	11	16	0	2	13.3	0.7	0	0.4	1	0	2	0.2	0	0.3	0	0	0	0	0.1	0	3	0	0	0.3	6.7	0	0	0	0.3	0	0	5.5
321	1970	11	17	2.8	4.5	0	2	0	0	0	0	1	0	0	0	0	5	0	0	6.4	0	0	0	0	0.8	0	0	0	0	0	0	2.5	11.5
322	1970	11	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0.2
323	1970	11	19	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
324	1970	11	20	2.5	5	0	12.1	0	0	0	0	0	0	6.4	2.1	4.2	15.8	0	0	1.2	0	0	11.2	6	0	0	0	0	0	0	0	1	4.4
325	1970	11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	1970	11	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	1970	11	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
